host_total_listings_count,neighbourhood_cleansed,property_type,room_type,accommodates,bedrooms,beds,minimum_nights,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,longitude,latitude,price,host_is_superhost,instant_bookable
1,Sagene,Entire rental unit,Entire home/apt,2,1,1,4,82,4.77,4.89,4.82,4.8,4.89,4.85,4.78,10.75044,59.93452,640.00,false,true
23,Sentrum,Entire loft,Entire home/apt,6,2,3,2,284,4.84,4.91,4.87,4.86,4.97,4.97,4.69,10.745931,59.910679,1729.00,true,false
3,St. Hanshaugen,Private room in rental unit,Private room,2,1,1,3,105,4.92,4.92,4.98,4.97,4.95,4.89,4.9,10.73206,59.93226,550.00,false,false
2,Grünerløkka,Entire rental unit,Entire home/apt,3,1,2,21,25,4.68,4.8,4.64,4.88,4.92,4.96,4.8,10.77858,59.93048,550.00,true,false
1,Grünerløkka,Entire rental unit,Entire home/apt,2,1,1,3,30,4.93,4.93,4.83,4.93,5,4.97,5,10.76304,59.92443,950.00,true,false
2,Søndre Nordstrand,Private room in rental unit,Private room,2,1,2,1,45,4.68,4.73,4.44,4.9,4.9,4.71,4.71,10.79291,59.84482,435.00,false,true
3,Gamle Oslo,Private room in rental unit,Private room,2,1,1,7,229,4.58,4.74,4.89,4.78,4.85,4.77,4.6,10.76264,59.91359,650.00,false,true
1,St. Hanshaugen,Entire rental unit,Entire home/apt,2,1,1,5,8,4.88,4.88,4.5,4.88,4.88,4.88,4.5,10.73847,59.92387,800.00,false,false
1,Bjerke,Entire rental unit,Entire home/apt,6,2,4,5,72,4.92,4.87,4.96,4.93,4.92,4.69,4.82,10.81534,59.93366,861.00,true,true
2,Frogner,Entire rental unit,Entire home/apt,4,1,1,3,10,4.9,5,4.8,5,5,4.9,4.9,10.73166,59.92243,895.00,true,false
19,Grünerløkka,Entire rental unit,Entire home/apt,4,2,4,30,0,4.88,4.93,4.84,4.96,5,4.91,4.83,10.77853,59.92796,1692.00,false,true
1,Gamle Oslo,Private room in rental unit,Private room,2,1,1,5,2,5,5,5,5,5,5,5,10.79016,59.91877,600.00,false,false
1,Sagene,Entire rental unit,Entire home/apt,1,1,1,4,4,5,5,5,5,5,4.5,4.75,10.76855,59.94175,614.00,false,false
1,Sagene,Entire rental unit,Entire home/apt,4,2,2,2,2,5,5,5,5,5,5,5,10.75359,59.93662,850.00,false,false
1,Alna,Private room in rental unit,Private room,1,1,1,1,1,5,5,5,5,5,5,5,10.8799,59.93132,429.00,false,false
2,Gamle Oslo,Entire rental unit,Entire home/apt,4,1,2,2,126,4.63,4.67,4.76,4.63,4.92,4.59,4.61,10.77129,59.906,869.00,false,true
1,Sagene,Entire rental unit,Entire home/apt,4,2,2,2,14,4.86,4.93,4.79,4.93,5,4.86,4.93,10.7557,59.93764,1785.00,false,false
2,St. Hanshaugen,Entire rental unit,Entire home/apt,5,2,3,4,14,4.14,4.29,4.14,4.36,4.07,4.86,4.21,10.73223,59.931,1284.00,false,false
1,Vestre Aker,Entire residential home,Entire home/apt,4,3,3,14,0,4.88,4.93,4.84,4.96,5,4.91,4.83,10.63535,59.95722,1303.00,false,false
2,Ullern,Entire rental unit,Entire home/apt,2,1,1,2,6,4.83,4.83,5,5,5,4.67,4.5,10.6307,59.92797,1261.00,false,false
1,Grünerløkka,Entire rental unit,Entire home/apt,4,2,3,2,52,4.87,4.85,4.88,4.69,4.87,4.92,4.94,10.753,59.92869,890.00,true,false
1,Frogner,Private room in rental unit,Private room,2,1,2,1,279,4.9,4.94,4.94,4.92,4.96,4.89,4.89,10.72079,59.91255,585.00,true,false
1,Nordstrand,Entire rental unit,Entire home/apt,3,1,2,2,151,4.62,4.77,4.56,4.87,4.91,4.66,4.7,10.77038,59.88441,700.00,true,true
1,Frogner,Entire rental unit,Entire home/apt,2,1,1,2,0,4.88,4.93,4.84,4.96,5,4.91,4.83,10.72436,59.92638,1000.00,false,false
1,St. Hanshaugen,Entire rental unit,Entire home/apt,2,1,1,5,72,4.72,4.96,4.81,4.82,4.9,4.82,4.82,10.73435,59.92866,700.00,false,true
2,Nordstrand,Entire rental unit,Entire home/apt,2,1,1,3,1,5,5,5,5,5,5,5,10.79149,59.8839,1200.00,false,false
0,Nordstrand,Entire rental unit,Entire home/apt,2,1,1,30,0,4.88,4.93,4.84,4.96,5,4.91,4.83,10.78343,59.85067,850.00,false,false
1,Sagene,Entire rental unit,Entire home/apt,2,1,1,2,11,5,5,5,5,4.9,5,4.9,10.77664,59.94411,600.00,false,false
1,Grünerløkka,Entire condominium (condo),Entire home/apt,3,1,1,6,110,4.77,4.85,4.88,4.89,4.95,4.92,4.73,10.76224,59.92543,486.00,true,true
1,Frogner,Entire rental unit,Entire home/apt,3,1,2,5,10,4.5,4.2,4.6,5,5,4.9,4.5,10.72098,59.91091,1200.00,false,true
1,Nordre Aker,Private room in residential home,Private room,2,2,3,1,3,0,4.93,4.84,4.96,5,4.91,4.83,10.74848,59.95035,2000.00,false,false
1,Grünerløkka,Private room in condominium (condo),Private room,2,1,1,1,102,4.59,4.53,4.61,4.71,4.84,4.82,4.58,10.75906,59.91545,523.00,false,true
1,Sagene,Entire rental unit,Entire home/apt,2,1,1,4,7,4.67,4.33,4,5,5,4.83,4.5,10.76274,59.93586,1600.00,false,false
1,St. Hanshaugen,Entire rental unit,Entire home/apt,4,1,1,5,11,4.73,5,4.55,5,5,4.91,4.45,10.73263,59.92938,1650.00,false,true
1,Grünerløkka,Entire rental unit,Entire home/apt,2,1,1,5,3,5,5,5,5,5,5,5,10.76535,59.9203,900.00,false,false
3,Frogner,Private room in rental unit,Private room,2,1,1,5,6,4.83,4.83,5,5,4.83,5,4.67,10.71953,59.92527,629.00,true,false
1,Grünerløkka,Entire rental unit,Entire home/apt,4,1,2,1,77,4.65,4.78,4.83,4.81,4.88,4.81,4.77,10.7722,59.92675,679.00,false,false
5,Vestre Aker,Private room in residential home,Private room,2,1,1,1,15,4.73,4.93,5,5,5,4.73,4.53,10.6767,59.94851,620.00,true,false
1,Nordstrand,Entire rental unit,Entire home/apt,3,2,2,2,3,4.33,4.33,4.67,4.67,4.67,4.33,4.33,10.78174,59.84182,649.00,false,false
1,Frogner,Entire rental unit,Entire home/apt,4,1,1,3,21,4.9,4.9,4.9,4.9,4.9,4.9,4.86,10.72835,59.920948,995.00,true,false
5,Vestre Aker,Private room in residential home,Private room,2,1,1,1,20,4.95,4.9,4.9,4.9,4.85,4.75,4.75,10.67665,59.94844,540.00,true,true
2,Marka,Entire cabin,Entire home/apt,8,3,4,2,18,4.94,4.94,4.67,5,4.94,5,4.83,10.66361,60.01704,1871.00,false,false
1,Grünerløkka,Entire condominium (condo),Entire home/apt,4,2,2,3,6,5,5,4.83,4.83,5,4.83,4.83,10.75427,59.91997,1850.00,false,false
1,Sentrum,Entire loft,Entire home/apt,2,1,1,5,114,4.93,4.96,4.93,4.95,4.95,4.98,4.84,10.73745,59.90946,1200.00,true,false
1,Gamle Oslo,Private room in rental unit,Private room,2,1,1,2,50,4.73,4.9,4.55,4.63,4.71,4.8,4.86,10.76272,59.91254,1000.00,true,false
1,Frogner,Entire condominium (condo),Entire home/apt,3,1,2,2,39,4.79,4.85,4.82,4.89,5,4.97,4.76,10.71703,59.92725,1326.00,true,false
1,Vestre Aker,Private room in residential home,Private room,1,1,1,1,10,5,5,5,5,5,4.9,4.9,10.69804,59.95684,500.00,true,false
1,Sagene,Entire condominium (condo),Entire home/apt,2,1,1,1,18,4.89,4.83,4.94,4.94,5,4.94,4.94,10.77777,59.94279,450.00,false,false
1,St. Hanshaugen,Private room in rental unit,Private room,2,1,1,2,6,4.83,4.83,4.83,5,4.83,5,4.83,10.73777,59.92417,650.00,false,false
5,Vestre Aker,Private room in residential home,Private room,2,1,1,1,16,4.94,5,4.81,5,4.88,4.75,4.88,10.67666,59.94846,540.00,true,true
1,St. Hanshaugen,Entire rental unit,Entire home/apt,2,1,1,4,14,4.77,5,4.92,4.69,4.92,5,4.92,10.74847,59.91765,835.00,false,false
1,Frogner,Entire rental unit,Entire home/apt,2,1,1,2,63,4.97,5,4.95,4.86,4.95,4.98,4.86,10.72296,59.90968,800.00,true,false
1,Gamle Oslo,Entire loft,Entire home/apt,4,1,2,3,47,4.72,4.65,4.65,4.49,4.84,4.58,4.58,10.77425,59.91242,823.00,false,false
2,St. Hanshaugen,Entire rental unit,Entire home/apt,3,1,1,2,83,4.85,4.88,4.9,4.91,4.91,4.89,4.74,10.74524,59.92415,936.00,false,false
1,Bjerke,Entire rental unit,Entire home/apt,2,1,1,2,22,5,4.91,5,5,5,4.86,5,10.82889,59.94981,700.00,false,false
1,Grünerløkka,Entire rental unit,Entire home/apt,2,1,2,3,13,4.92,5,5,5,5,4.92,4.62,10.7622,59.92097,1103.00,false,false
1,Grorud,Private room in condominium (condo),Private room,2,1,1,3,7,4.57,4.57,4.57,4.86,4.57,4.71,4.57,10.90294,59.97122,576.00,false,false
1,Frogner,Private room in rental unit,Private room,1,1,1,2,40,4.9,4.93,4.78,4.93,4.88,4.8,4.88,10.70827,59.91035,550.00,true,false
4,Sagene,Entire rental unit,Entire home/apt,3,2,2,2,65,4.69,4.81,4.7,4.84,4.83,4.77,4.77,10.75571,59.93914,1200.00,true,false
1,Gamle Oslo,Entire rental unit,Entire home/apt,2,1,1,2,16,4.94,5,4.88,5,4.94,4.75,4.88,10.77017,59.91347,1000.00,false,false
1,Sagene,Entire rental unit,Entire home/apt,3,1,1,3,11,4.63,4.63,4.13,4.75,4.88,5,4.75,10.7698,59.93771,750.00,false,false
2,Gamle Oslo,Private room in rental unit,Private room,2,1,1,1,28,4.93,4.93,4.93,4.93,4.89,4.57,4.82,10.76996,59.91293,470.00,false,false
1,Sagene,Private room in condominium (condo),Private room,2,1,1,4,24,4.91,4.91,4.91,5,5,4.91,5,10.76936,59.93605,500.00,false,false
1,Grünerløkka,Entire rental unit,Entire home/apt,2,1,1,2,25,5,5,4.87,5,5,4.91,4.96,10.76748,59.92946,1000.00,false,false
2,Grünerløkka,Entire rental unit,Entire home/apt,2,1,1,2,5,5,5,4.8,5,5,5,5,10.75637,59.9254,550.00,false,false
1,Nordre Aker,Entire rental unit,Entire home/apt,5,4,3,3,3,4,4.67,3.33,5,5,4.67,4,10.76693,59.96232,1550.00,false,false
1,St. Hanshaugen,Entire rental unit,Entire home/apt,5,3,3,2,76,4.86,4.93,4.75,4.93,4.87,4.84,4.79,10.73524,59.93029,1429.00,false,false
2,Gamle Oslo,Entire rental unit,Entire home/apt,5,2,3,2,41,4.4,4.65,4.55,4.55,4.63,4.65,4.5,10.76678,59.91442,650.00,false,false
1,Grünerløkka,Private room in rental unit,Private room,2,1,1,3,96,4.96,4.9,4.93,4.92,4.96,4.77,4.84,10.79173,59.91947,440.00,true,false
2,Grünerløkka,Private room in rental unit,Private room,1,1,1,3,15,4.67,4.67,4.33,4.73,5,4.8,4.93,10.75117,59.91968,499.00,false,true
1,Frogner,Entire rental unit,Entire home/apt,2,1,1,10,5,3.75,4,4,4,4.25,4.25,4,10.71362,59.92269,570.00,false,false
1,St. Hanshaugen,Entire rental unit,Entire home/apt,4,2,2,5,11,5,5,4.64,5,5,5,5,10.74372,59.92494,603.00,false,false
2,Gamle Oslo,Entire rental unit,Entire home/apt,2,1,1,1,8,5,5,5,5,5,4.63,4.75,10.76806,59.91318,600.00,false,false
1,Grünerløkka,Entire loft,Entire home/apt,2,1,1,5,10,5,5,5,4.9,5,4.9,4.9,10.7595,59.92851,1039.00,false,false
2,Gamle Oslo,Entire rental unit,Entire home/apt,7,3,5,2,71,4.92,4.92,4.89,4.99,5,4.9,4.85,10.7734,59.9124,1500.00,true,false
1,Grünerløkka,Entire rental unit,Entire home/apt,4,2,4,4,15,4.93,4.93,4.93,4.93,5,4.93,4.93,10.76028,59.92785,1800.00,false,false
2,Frogner,Entire rental unit,Entire home/apt,3,2,2,3,8,4.86,4.57,4.29,4.86,5,4.43,4.86,10.72506,59.92943,1400.00,false,false
1,Grünerløkka,Entire rental unit,Entire home/apt,3,1,1,3,2,5,5,5,5,5,5,5,10.76855,59.92746,1300.00,false,false
2,Frogner,Entire rental unit,Entire home/apt,2,1,1,4,10,5,4.89,4.67,5,5,5,4.67,10.72886,59.92208,900.00,false,false
2,Gamle Oslo,Private room in condominium (condo),Private room,3,1,2,7,32,4.94,5,4.94,4.91,4.97,4.84,4.81,10.76655,59.91494,1200.00,false,false
3,Nordstrand,Private room in residential home,Private room,2,1,1,1,72,4.94,4.99,4.96,4.97,4.99,4.86,4.96,10.80602,59.85647,599.00,true,false
4,Frogner,Entire rental unit,Entire home/apt,4,1,4,1,161,4.74,4.92,4.68,4.98,4.96,4.94,4.68,10.72561,59.91958,621.00,false,true
1,Grünerløkka,Private room in rental unit,Private room,2,1,1,1,34,4.65,4.85,4.56,4.88,4.88,4.74,4.59,10.77272,59.92178,423.00,false,true
2,Nordstrand,Entire condominium (condo),Entire home/apt,4,2,3,1,0,4.88,4.93,4.84,4.96,5,4.91,4.83,10.78726,59.84815,700.00,false,true
1,Grünerløkka,Entire rental unit,Entire home/apt,6,3,3,6,13,4.92,4.92,4.92,4.69,4.92,5,4.85,10.76435,59.92049,900.00,false,false
1,Gamle Oslo,Entire rental unit,Entire home/apt,3,2,2,3,20,4.74,4.79,4.42,4.95,4.95,4.79,4.79,10.77263,59.90411,599.00,false,false
2,Grünerløkka,Entire condominium (condo),Entire home/apt,5,3,3,2,57,4.91,4.96,4.98,4.77,4.98,4.86,4.88,10.76639,59.92604,1290.00,true,false
2,Sagene,Entire rental unit,Entire home/apt,2,1,1,1,39,4.81,4.86,4.76,4.92,5,4.97,4.84,10.75369,59.9339,857.00,false,false
1,Frogner,Entire rental unit,Entire home/apt,3,2,2,30,70,4.93,4.96,4.91,4.99,4.97,4.97,4.87,10.72305,59.90871,1100.00,true,false
1,Marka,Tent,Entire home/apt,3,1,3,1,39,4.79,4.92,4.85,4.95,5,4.87,4.51,10.81215,60.03894,500.00,true,false
1,Gamle Oslo,Entire loft,Entire home/apt,3,1,1,3,10,5,5,4.9,5,5,5,5,10.7674,59.90717,913.00,false,false
1,Grünerløkka,Private room in rental unit,Private room,3,1,3,2,179,4.84,4.89,4.91,4.93,4.93,4.87,4.75,10.76647,59.92523,786.00,true,false
2,Frogner,Entire rental unit,Entire home/apt,6,3,3,2,153,4.82,4.9,4.73,4.89,4.9,4.9,4.78,10.72605,59.92896,2000.00,true,true
2,Grünerløkka,Entire rental unit,Entire home/apt,5,3,4,5,0,4.88,4.93,4.84,4.96,5,4.91,4.83,10.76072,59.92532,2000.00,true,true
1,Gamle Oslo,Entire condominium (condo),Entire home/apt,5,2,2,2,6,5,5,5,5,5,4.8,5,10.7979,59.90739,900.00,false,false
1,Frogner,Entire rental unit,Entire home/apt,3,2,2,2,10,4.78,4.89,4.89,5,5,4.89,4.78,10.70235,59.91925,1200.00,false,false
1,Grünerløkka,Entire rental unit,Entire home/apt,3,1,1,3,20,5,4.9,4.9,4.8,4.95,5,4.95,10.76023,59.92758,999.00,true,true
2,Østensjø,Private room in residential home,Private room,4,1,3,3,34,4.82,4.91,4.94,4.91,4.97,4.79,4.79,10.80469,59.90419,579.00,false,false
1,Grünerløkka,Entire condominium (condo),Entire home/apt,2,1,1,3,15,5,4.79,5,4.71,5,4.79,4.93,10.77462,59.91952,804.00,false,false
1,Frogner,Entire rental unit,Entire home/apt,3,3,3,2,18,4.94,4.94,4.72,5,5,5,4.94,10.72455,59.91365,1200.00,false,false
8,Frogner,Entire rental unit,Entire home/apt,4,2,2,2,38,4.53,4.58,4.71,4.34,4.84,4.84,4.55,10.72535,59.92549,1450.00,false,false
1,St. Hanshaugen,Private room in rental unit,Private room,2,1,1,2,53,4.98,4.96,5,4.98,4.96,4.92,4.94,10.74166,59.92424,589.00,true,true
1,Bjerke,Entire condominium (condo),Entire home/apt,4,1,1,7,19,4.89,4.95,4.74,4.74,4.79,4.68,4.84,10.80211,59.93446,809.00,false,false
1,Nordre Aker,Entire residential home,Entire home/apt,8,4,6,3,16,4.75,4.63,4.69,4.69,4.75,4.63,4.69,10.76118,59.96067,1499.00,false,false
2,Østensjø,Entire residential home,Entire home/apt,10,5,8,7,4,5,5,5,5,5,5,5,10.80418,59.90433,1500.00,false,false
1,St. Hanshaugen,Entire rental unit,Entire home/apt,2,1,1,3,9,4.88,4.75,4.75,4.88,5,5,5,10.75004,59.92831,750.00,false,false
1,Grünerløkka,Private room in condominium (condo),Private room,1,1,1,1,8,5,4.88,5,4.88,5,4.88,5,10.76171,59.9224,407.00,false,false
1,Grünerløkka,Entire rental unit,Entire home/apt,6,2,2,3,2,5,5,4.5,5,5,4.5,4.5,10.77594,59.92151,1250.00,false,false
2,St. Hanshaugen,Entire rental unit,Entire home/apt,2,1,1,2,18,5,4.83,4.94,4.94,4.94,4.94,4.83,10.75391,59.91561,526.00,true,false
1,Ullern,Entire rental unit,Entire home/apt,2,1,1,1,11,4.82,4.73,4.36,4.73,5,4.64,4.73,10.64065,59.92273,751.00,false,false
1,Alna,Entire rental unit,Entire home/apt,6,3,4,1,1,5,5,5,5,5,5,5,10.89566,59.94857,700.00,false,true
1,Sagene,Entire rental unit,Entire home/apt,4,2,2,3,1,5,5,5,5,5,5,5,10.76989,59.93704,700.00,false,false
3,Vestre Aker,Entire rental unit,Entire home/apt,1,1,2,29,17,4.65,4.76,4.82,4.94,5,4.82,4.71,10.63681,59.95061,450.00,true,false
1,Marka,Entire cabin,Entire home/apt,12,2,9,2,130,4.78,4.86,4.45,4.91,4.96,4.87,4.76,10.68441,60.00568,1429.00,false,false
1,Frogner,Entire rental unit,Entire home/apt,4,1,1,2,45,4.73,4.8,4.76,4.76,4.91,4.89,4.78,10.70016,59.92051,1129.00,false,true
1,St. Hanshaugen,Entire rental unit,Entire home/apt,5,3,3,3,27,4.7,4.89,4.52,4.96,4.89,4.96,4.74,10.73754,59.92398,1250.00,false,false
1,Sagene,Entire rental unit,Entire home/apt,2,1,1,3,72,4.9,4.99,4.94,4.92,4.99,4.9,4.9,10.76726,59.93242,750.00,false,false
3,Nordre Aker,Entire rental unit,Entire home/apt,4,1,2,5,4,4.75,4.5,4.75,5,5,4.75,4.75,10.71544,59.95464,660.00,false,false
1,Østensjø,Entire townhouse,Entire home/apt,6,3,4,4,8,4.75,4.88,4.63,5,4.88,4.63,4.88,10.82697,59.88027,1200.00,false,false
2,Frogner,Entire rental unit,Entire home/apt,6,2,2,2,55,4.93,4.98,4.87,4.87,4.85,5,4.93,10.71464,59.91705,1707.00,false,false
0,Sagene,Entire rental unit,Entire home/apt,3,1,2,18,33,4.79,4.94,4.82,4.94,4.85,4.88,4.85,10.75498,59.93335,500.00,true,false
1,Alna,Entire rental unit,Entire home/apt,3,3,1,14,7,5,5,4.71,4.57,4.71,4.57,4.86,10.84493,59.91845,850.00,false,false
1,Sagene,Entire rental unit,Entire home/apt,2,1,1,5,1,5,5,5,5,5,5,5,10.75356,59.94025,799.00,false,false
2,Grünerløkka,Entire rental unit,Entire home/apt,4,3,4,4,10,4.6,4.6,4.4,4.7,4.6,4.8,4.7,10.77168,59.92746,1230.00,false,false
1,Grünerløkka,Entire rental unit,Entire home/apt,6,2,2,2,21,4.9,4.95,4.9,5,4.9,4.85,4.85,10.78232,59.9205,1298.00,true,false
1,Gamle Oslo,Entire rental unit,Entire home/apt,6,3,2,3,13,4.7,4.8,4.3,4.9,4.7,4.8,4.6,10.79848,59.91851,1350.00,false,false
1,Grünerløkka,Entire rental unit,Entire home/apt,2,1,1,3,42,4.93,5,4.86,4.81,4.93,5,4.88,10.76097,59.92446,1000.00,false,false
0,Sagene,Entire condominium (condo),Entire home/apt,3,2,2,3,2,5,5,5,5,5,5,5,10.75149,59.93633,800.00,false,false
3,Frogner,Entire rental unit,Entire home/apt,3,2,2,10,119,4.8,4.89,4.89,4.92,4.93,4.97,4.8,10.72254,59.9136,400.00,true,true
1,Gamle Oslo,Entire rental unit,Entire home/apt,3,1,1,10,1,5,5,5,5,5,5,5,10.75206,59.90217,1000.00,false,false
1,St. Hanshaugen,Entire loft,Entire home/apt,2,1,2,2,16,4.53,4.8,4.73,4.93,4.8,4.67,4.8,10.75461,59.91503,500.00,false,false
1,Grünerløkka,Entire condominium (condo),Entire home/apt,4,1,2,21,14,5,4.92,4.85,5,5,4.77,4.92,10.7748,59.92581,557.00,false,true
1,Grünerløkka,Entire rental unit,Entire home/apt,2,1,1,7,48,4.92,5,4.94,4.88,4.88,4.98,4.88,10.76216,59.9267,800.00,true,true
1,Nordstrand,Entire condominium (condo),Entire home/apt,3,2,2,4,1,5,5,4,5,5,5,5,10.78613,59.89786,900.00,false,true
1,Frogner,Entire rental unit,Entire home/apt,6,2,4,2,54,4.93,4.89,4.87,4.96,5,4.96,4.93,10.70189,59.91906,900.00,true,true
1,Frogner,Entire rental unit,Entire home/apt,4,3,3,3,1,5,5,5,5,5,5,5,10.70725,59.92059,1000.00,false,false
1,Gamle Oslo,Entire condominium (condo),Entire home/apt,4,2,2,3,15,4.8,5,4.53,4.87,5,4.53,4.93,10.79195,59.90894,690.00,false,false
1,Grünerløkka,Entire rental unit,Entire home/apt,2,1,1,3,24,4.63,4.88,4.96,4.54,4.83,4.63,4.67,10.78151,59.92986,779.00,false,false
1,Frogner,Entire rental unit,Entire home/apt,3,1,1,2,16,5,5,5,4.94,5,4.94,4.88,10.72322,59.92542,1000.00,false,true
10,Gamle Oslo,Entire serviced apartment,Entire home/apt,2,1,1,30,4,4.5,4.5,4.75,4.75,4.5,5,4,10.76149,59.9179,436.00,false,false
10,Gamle Oslo,Room in serviced apartment,Hotel room,1,1,1,30,7,4.86,5,4.43,5,5,4.71,4.86,10.76149,59.9179,436.00,false,false
10,Gamle Oslo,Room in serviced apartment,Hotel room,1,1,1,30,8,4.38,4.75,4.75,4.88,4.88,4.88,4.38,10.76149,59.9179,450.00,false,false
1,Østensjø,Entire serviced apartment,Entire home/apt,6,4,6,1,19,4.89,4.89,4.89,4.72,4.78,4.61,4.61,10.81779,59.89206,950.00,false,false
1,Sagene,Entire rental unit,Entire home/apt,5,1,2,2,13,4.69,4.85,5,5,5,4.77,4.92,10.76414,59.93871,750.00,false,false
1,Nordstrand,Entire residential home,Entire home/apt,6,3,4,3,5,4.8,4.8,4.8,4.8,5,4.6,4.6,10.78471,59.88709,2000.00,false,false
1,Grünerløkka,Entire rental unit,Entire home/apt,4,2,2,10,16,4.47,4.53,4.47,4.73,5,5,4.67,10.7625,59.92703,1203.00,false,false
2,Nordstrand,Entire guest suite,Entire home/apt,2,1,1,7,10,4.9,4.6,4.9,4.9,4.9,4.7,4.9,10.78604,59.89985,429.00,false,false
1,Grünerløkka,Entire rental unit,Entire home/apt,2,1,2,3,13,5,4.92,4.92,4.92,5,4.92,4.77,10.76023,59.92386,1000.00,false,false
1,Frogner,Entire rental unit,Entire home/apt,4,1,1,1,28,4.64,4.93,4.39,4.79,4.96,4.75,4.5,10.71703,59.9259,950.00,false,true
1,Gamle Oslo,Entire rental unit,Entire home/apt,4,1,2,5,6,5,5,4.83,5,5,4.83,5,10.78496,59.91481,1200.00,false,false
1,Grünerløkka,Entire rental unit,Entire home/apt,4,2,2,4,59,4.92,4.98,4.81,4.93,4.98,4.97,4.85,10.76056,59.92239,1290.00,false,true
1,Sagene,Entire rental unit,Entire home/apt,4,2,2,5,4,4.75,5,4.5,5,4.75,5,5,10.75984,59.92909,1328.00,false,true
2,Gamle Oslo,Entire rental unit,Entire home/apt,6,3,3,7,10,5,5,4.89,5,5,4.89,4.89,10.78175,59.9128,1000.00,false,false
1,Gamle Oslo,Entire condominium (condo),Entire home/apt,4,1,1,15,0,4.88,4.93,4.84,4.96,5,4.91,4.83,10.78795,59.90208,1200.00,false,true
10,Gamle Oslo,Room in serviced apartment,Hotel room,2,1,1,30,1,4,4,5,5,4,5,3,10.76195,59.91692,481.00,false,false
2,St. Hanshaugen,Entire rental unit,Entire home/apt,2,1,1,3,7,5,5,4.8,4.8,5,5,4.4,10.73711,59.92725,937.00,false,false
2,Gamle Oslo,Private room in rental unit,Private room,2,1,1,2,1,5,5,5,5,5,5,5,10.78135,59.91258,750.00,false,false
1,Grorud,Entire residential home,Entire home/apt,5,3,3,1,5,4.5,5,4.75,5,4.75,4.75,4.75,10.87813,59.96482,1300.00,false,false
1,Grünerløkka,Entire rental unit,Entire home/apt,2,1,1,5,1,5,5,5,5,5,5,4,10.76348,59.92188,1250.00,false,false
2,Bjerke,Entire rental unit,Entire home/apt,2,1,1,5,18,4.78,4.72,5,4.39,5,5,4.61,10.82859,59.949,630.00,true,false
1,Nordstrand,Entire villa,Entire home/apt,8,4,4,3,6,4,3.8,3.2,4.8,4.6,4,3.8,10.79994,59.88554,1900.00,false,false
1,Frogner,Entire condominium (condo),Entire home/apt,2,1,1,7,19,4.84,4.84,4.89,4.89,4.84,5,4.89,10.72212,59.91535,800.00,true,true
1,Marka,Entire rental unit,Entire home/apt,5,2,5,2,32,4.91,4.91,4.63,4.84,4.91,4.75,4.84,10.82042,59.95471,1100.00,false,true
1,Sagene,Entire rental unit,Entire home/apt,3,1,1,3,17,5,4.88,4.88,4.94,4.94,5,4.88,10.76768,59.93452,700.00,false,false
1,Gamle Oslo,Entire rental unit,Entire home/apt,4,2,4,5,1,5,5,5,5,5,5,5,10.76172,59.91531,1000.00,false,false
1,Grünerløkka,Entire rental unit,Entire home/apt,2,1,1,2,29,4.86,4.86,4.86,4.86,4.93,4.9,4.79,10.76676,59.9204,1400.00,false,false
1,Nordre Aker,Entire townhouse,Entire home/apt,7,3,3,3,7,5,4.86,4.57,5,5,4.57,4.71,10.77493,59.96685,1500.00,false,false
1,Grünerløkka,Entire condominium (condo),Entire home/apt,3,2,2,1,47,4.87,4.96,4.89,4.89,4.98,4.91,4.87,10.74956,59.92032,1300.00,true,false
1,Østensjø,Entire residential home,Entire home/apt,7,4,6,6,3,5,5,5,5,5,5,5,10.82513,59.90143,1300.00,false,true
3,Grünerløkka,Private room in rental unit,Private room,1,1,1,30,0,4.88,4.93,4.84,4.96,5,4.91,4.83,10.76682,59.91722,320.00,false,false
1,Sagene,Entire rental unit,Entire home/apt,4,3,3,4,5,5,5,4.8,4.4,5,5,5,10.75438,59.93427,1050.00,false,false
1,St. Hanshaugen,Entire condominium (condo),Entire home/apt,5,1,1,4,6,5,5,4.83,5,5,5,4.83,10.74824,59.93017,917.00,false,false
1,Frogner,Entire rental unit,Entire home/apt,5,2,4,3,47,4.66,4.77,4.49,4.83,4.87,4.96,4.62,10.72388,59.91476,1132.00,false,false
1,Frogner,Entire rental unit,Entire home/apt,4,2,2,1,49,4.89,4.98,4.98,4.94,4.96,4.98,4.79,10.72922,59.92425,1090.00,false,true
1,Østensjø,Entire rental unit,Entire home/apt,1,1,1,1,1,5,5,5,5,5,5,5,10.84833,59.90114,1000.00,false,false
1,St. Hanshaugen,Entire rental unit,Entire home/apt,4,2,2,4,21,5,5,5,5,5,5,4.9,10.73598,59.92522,1900.00,true,false
2,Bjerke,Entire townhouse,Entire home/apt,3,2,2,4,3,4.67,4.67,5,4.67,5,5,4.67,10.85418,59.94433,841.00,false,false
1,St. Hanshaugen,Entire condominium (condo),Entire home/apt,5,2,2,2,16,4.25,4.63,3.88,4.63,4.88,4.81,4.5,10.7371,59.92298,900.00,false,true
1,Gamle Oslo,Private room in rental unit,Private room,2,1,1,2,115,4.67,4.8,4.71,4.83,4.81,4.71,4.64,10.77605,59.91361,216.00,false,true
